"strong","term","source","ib_relevance"
"G3540","the mind","meaning_tree","IB related"
"G3540","the understanding","meaning_tree","IB related"
"G3540","intellect","meaning_tree","Could impact IB"
"G3540","the heart","meaning_tree","Could impact IB"
"G3540","soul","meaning_tree","IB related"
"G3540","affections","meaning_tree","IB related"
"G3540","feelings","meaning_tree","Could impact IB"
"G3540","disposition","meaning_tree","Could impact IB"
"G3540","purpose","meaning_tree","IB related"
"G3540","device","meaning_tree","Could impact IB"
"G3543","to think","mounce","IB related"
"G3543","suppose","mounce","Could impact IB"
"G3543","expect","mounce","Could impact IB"
"G3543","consider","mounce","IB related"
"G3543","use customarily","lsj","Could impact IB"
"G3543","practise","lsj","Could impact IB"
"G3543","to have","lsj","Not relevant"
"G3543","in common use","lsj","Could impact IB"
"G3543","have adopted","lsj","Could impact IB"
"G3543","customs","lsj","Could impact IB"
"G3543","have","lsj","Not relevant"
"G3543","regular","lsj","Could impact IB"
"G3543","to be customary","lsj","Could impact IB"
"G3543","was the fashion","lsj","Could impact IB"
"G3543","is the custom","lsj","Could impact IB"
"G3543","customary","lsj","Could impact IB"
"G3543","usages","lsj","Could impact IB"
"G3543","enact","lsj","Could impact IB"
"G3543","make common use of","lsj","Could impact IB"
"G3543","use","lsj","Could impact IB"
"G3543","use as current coin","lsj","Could impact IB"
"G3543","to be struck","lsj","Could impact IB"
"G3543","to be accustomed","lsj","Could impact IB"
"G3543","it is customary","lsj","Could impact IB"
"G3543","own","lsj","Not relevant"
"G3543","acknowledge","lsj","Could impact IB"
"G3543","consider as","lsj","IB related"
"G3543","believe in","lsj","IB related"
"G3543","believe","lsj","IB related"
"G3543","to be deemed","lsj","Could impact IB"
"G3543","reputed","lsj","Could impact IB"
"G3543","considered","lsj","IB related"
"G3543","esteem","lsj","Could impact IB"
"G3543","hold in honour","lsj","IB related"
"G3543","to be esteemed","lsj","Could impact IB"
"G3543","hold","lsj","Could impact IB"
"G3543","deem","lsj","Could impact IB"
"G3543","believe that","lsj","IB related"
"G3543","expect","lsj","Could impact IB"
"G3543","is it held to be?","lsj","Could impact IB"
"G3543","with full belief","lsj","IB related"
"G3543","frequent","lsj","Could impact IB"
"G3543","to think","meaning_tree","IB related"
"G3543","suppose","meaning_tree","Could impact IB"
"G3543","expect","meaning_tree","Could impact IB"
"G3543","consider","meaning_tree","IB related"
"G3543","to deem","meaning_tree","Could impact IB"
"G3543","to suppose","meaning_tree","Could impact IB"
"G3543","presume","meaning_tree","Could impact IB"
"G3543","to be usual","meaning_tree","Could impact IB"
"G3543","customary","meaning_tree","Could impact IB"
"G3547","teacher of the law","lsj","Could impact IB"
"G3547","law","meaning_tree","Could impact IB"
"G3552","to be unhealthy","mounce","Could impact IB"
"G3552","ill sick","mounce","Could impact IB"
"G3552","to be sick","lsj","Could impact IB"
"G3552","ail","lsj","Could impact IB"
"G3552","having suffered from the plague","lsj","Could impact IB"
"G3552","diseased","lsj","Could impact IB"
"G3552","fall sick","lsj","Could impact IB"
"G3552","on which one is ill","lsj","Could impact IB"
"G3552","to be mad","lsj","Could impact IB"
"G3552","to have a morbid craving","lsj","Could impact IB"
"G3552","suffer","lsj","Could impact IB"
"G3552","to be unhealthy","meaning_tree","Could impact IB"
"G3552","ill sick","meaning_tree","Could impact IB"
"G3552","to be sick","meaning_tree","Could impact IB"
"G3552","craving for","meaning_tree","Could impact IB"
"G3563","mind","mounce","IB related"
"G3563","thinking","mounce","IB related"
"G3563","understanding","mounce","IB related"
"G3563","insight","mounce","IB related"
"G3563","mind","lsj","IB related"
"G3563","sense","lsj","Could impact IB"
"G3563","wit","lsj","Could impact IB"
"G3563","prudently","lsj","Could impact IB"
"G3563","senselessly","lsj","Could impact IB"
"G3563","wisely","lsj","Could impact IB"
"G3563","recall","lsj","Could impact IB"
"G3563","remember","lsj","IB related"
"G3563","sensible","lsj","Could impact IB"
"G3563","one's mind","lsj","IB related"
"G3563","occur","lsj","Could impact IB"
"G3563","heart","lsj","Could impact IB"
"G3563","heart and soul","lsj","IB related"
"G3563","resolve","lsj","IB related"
"G3563","purpose","lsj","IB related"
"G3563","intend","lsj","IB related"
"G3563","to intend","lsj","IB related"
"G3563","reason","lsj","IB related"
"G3563","intellect","lsj","Could impact IB"
"G3563","act of mind","lsj","IB related"
"G3563","thought","lsj","IB related"
"G3563","design","lsj","Could impact IB"
"G3563","meaning","lsj","Could impact IB"
"G3563","effect","lsj","Could impact IB"
"G3563","point","lsj","Could impact IB"
"G3563","senseless","lsj","Could impact IB"
"G3563","mind","meaning_tree","IB related"
"G3563","thinking","meaning_tree","IB related"
"G3563","understanding","meaning_tree","IB related"
"G3563","insight","meaning_tree","IB related"
"G3563","the mind","meaning_tree","IB related"
"G3563","intellect","meaning_tree","Could impact IB"
"G3563","intelligent faculty","meaning_tree","Could impact IB"
"G3563","judgment","meaning_tree","IB related"
"G3563","opinion","meaning_tree","IB related"
"G3563","sentiment","meaning_tree","Could impact IB"
"G3563","thought","meaning_tree","IB related"
"G3563","conception","meaning_tree","Could impact IB"
"G3563","frame of mind","meaning_tree","IB related"
"G3576","slow to learn","mounce","Could impact IB"
"G3576","lazy","mounce","Could impact IB"
"G3576","sluggish","mounce","Could impact IB"
"G3576","heavy","lsj","Not relevant"
"G3576","leisurely","lsj","Could impact IB"
"G3576","gradually","lsj","Could impact IB"
"G3576","making sluggish","lsj","Could impact IB"
"G3576","slow to learn","meaning_tree","Could impact IB"
"G3576","lazy","meaning_tree","Could impact IB"
"G3576","sluggish","meaning_tree","Could impact IB"
"G3576","slow","meaning_tree","Could impact IB"
"G3588","this","mounce","Not relevant"
"G3588","that","mounce","Not relevant"
"G3588","who","mounce","Not relevant"
"G3588","the following","lsj","Could impact IB"
"G3588","sa","lsj","Could impact IB"
"G3588","sā","lsj","Could impact IB"
"G3588","sá","lsj","Could impact IB"
"G3588","sú","lsj","Could impact IB"
"G3588","sum","lsj","Could impact IB"
"G3588","sam","lsj","Could impact IB"
"G3588","pá","lsj","Could impact IB"
"G3588","that","lsj","Not relevant"
"G3588","he","lsj","Not relevant"
"G3588","famous","lsj","Could impact IB"
"G3588","that venerable man","lsj","Could impact IB"
"G3588","that which is called","lsj","Not relevant"
"G3588","namely that","lsj","Not relevant"
"G3588","and he","lsj","Not relevant"
"G3588","those","lsj","Not relevant"
"G3588","I mean","lsj","Could impact IB"
"G3588","she","lsj","Not relevant"
"G3588","it","lsj","Not relevant"
"G3588","above those to wit","lsj","Could impact IB"
"G3588","those women to wit","lsj","Could impact IB"
"G3588","the former","lsj","Not relevant"
"G3588","the latter","lsj","Could impact IB"
"G3588","the one..","lsj","Not relevant"
"G3588","the other..","lsj","Not relevant"
"G3588","such and such","lsj","Not relevant"
"G3588","so and so","lsj","Not relevant"
"G3588","now one thing","lsj","Not relevant"
"G3588","now another","lsj","Not relevant"
"G3588","there","lsj","Not relevant"
"G3588","on that spot","lsj","Could impact IB"
"G3588","here","lsj","Not relevant"
"G3588","this way","lsj","Not relevant"
"G3588","that way","lsj","Not relevant"
"G3588","in that direction","lsj","Could impact IB"
"G3588","in this way","lsj","Not relevant"
"G3588","thus","lsj","Not relevant"
"G3588","in one way..","lsj","Not relevant"
"G3588","in another..","lsj","Not relevant"
"G3588","partly..","lsj","Not relevant"
"G3588","where","lsj","Not relevant"
"G3588","by which way","lsj","Not relevant"
"G3588","therefore","lsj","Not relevant"
"G3588","on this account","lsj","Could impact IB"
"G3588","so","lsj","Not relevant"
"G3588","then","lsj","Not relevant"
"G3588","if this be so","lsj","Not relevant"
"G3588","on this condition","lsj","Could impact IB"
"G3588","wherefore","lsj","Could impact IB"
"G3588","the fact is..","lsj","Could impact IB"
"G3588","on the one hand..","lsj","Not relevant"
"G3588","on the other..","lsj","Not relevant"
"G3588","times..","lsj","Not relevant"
"G3588","this","lsj","Not relevant"
"G3588","before this","lsj","Not relevant"
"G3588","aforetime","lsj","Could impact IB"
"G3588","yesterday","lsj","Could impact IB"
"G3588","most","lsj","Not relevant"
"G3588","very","lsj","Not relevant"
"G3588","of all","lsj","Not relevant"
"G3588","the","lsj","Not relevant"
"G3588","the hindmost man","lsj","Could impact IB"
"G3588","my","lsj","Not relevant"
"G3588","our","lsj","Not relevant"
"G3588","their","lsj","Not relevant"
"G3588","the fact","lsj","Could impact IB"
"G3588","statement","lsj","Could impact IB"
"G3588","the word","lsj","Not relevant"
"G3588","notion","lsj","Could impact IB"
"G3588","the sentiment","lsj","Could impact IB"
"G3588","the phrase","lsj","Could impact IB"
"G3588","the question","lsj","Could impact IB"
"G3588","the term","lsj","Could impact IB"
"G3588","that sort of person","lsj","Could impact IB"
"G3588","son","lsj","Not relevant"
"G3588","daughter","lsj","Not relevant"
"G3588","brother","lsj","Not relevant"
"G3588","the wife","lsj","Not relevant"
"G3588","men","lsj","Not relevant"
"G3588","the slave","lsj","Not relevant"
"G3588","the matter of","lsj","Not relevant"
"G3588","the affair of","lsj","Could impact IB"
"G3588","the interests","lsj","Could impact IB"
"G3588","accidents","lsj","Could impact IB"
"G3588","chance events","lsj","Could impact IB"
"G3588","the rites due to","lsj","Could impact IB"
"G3588","that which is destined","lsj","Could impact IB"
"G3588","what regards","lsj","Could impact IB"
"G3588","a man's word","lsj","Not relevant"
"G3588","saying","lsj","Not relevant"
"G3588","as","lsj","Not relevant"
"G3588","house","lsj","Not relevant"
"G3588","district","lsj","Could impact IB"
"G3588","matters","lsj","Not relevant"
"G3588","the proposals","lsj","Could impact IB"
"G3588","the incidents","lsj","Could impact IB"
"G3588","he who","lsj","Not relevant"
"G3588","this","meaning_tree","Not relevant"
"G3588","that","meaning_tree","Not relevant"
"G3588","who","meaning_tree","Not relevant"
"G3588","some others","meaning_tree","Could impact IB"
"G3588","but he","meaning_tree","Not relevant"
"G3588","but others","meaning_tree","Could impact IB"
"G3600","to grieve","mounce","Could impact IB"
"G3600","be anxious","mounce","Could impact IB"
"G3600","in agony anguished","mounce","IB related"
"G3600","cause","lsj","Could impact IB"
"G3600","pain","lsj","Could impact IB"
"G3600","suffering","lsj","Could impact IB"
"G3600","feel pain","lsj","Could impact IB"
"G3600","suffer pain","lsj","Could impact IB"
"G3600","the pains I suffered","lsj","Could impact IB"
"G3600","to grieve","meaning_tree","Could impact IB"
"G3600","be anxious","meaning_tree","Could impact IB"
"G3600","in agony anguished","meaning_tree","IB related"
"G3600","to pain","meaning_tree","Could impact IB"
"G3600","be tormented","meaning_tree","Could impact IB"
"G3600","be distressed","meaning_tree","IB related"
"G3600","to be distressed","meaning_tree","IB related"
"G3600","grieved","meaning_tree","Could impact IB"
"G3601","anguish","mounce","IB related"
"G3601","grief","mounce","IB related"
"G3601","pain","mounce","Could impact IB"
"G3601","pain of body","lsj","Could impact IB"
"G3601","pain of mind","lsj","IB related"
"G3601","grief","lsj","IB related"
"G3601","distress","lsj","IB related"
"G3601","grief for","lsj","IB related"
"G3601","pain caused by","lsj","Could impact IB"
"G3601","anguish","meaning_tree","IB related"
"G3601","grief","meaning_tree","IB related"
"G3601","pain","meaning_tree","Could impact IB"
"G3601","sorrow","meaning_tree","IB related"
"G3602","deep sorrow","mounce","IB related"
"G3602","mourning","mounce","Could impact IB"
"G3602","lamentation","mounce","Could impact IB"
"G3602","lamentation","lsj","Could impact IB"
"G3602","deep sorrow","meaning_tree","IB related"
"G3602","mourning","meaning_tree","Could impact IB"
"G3602","lamentation","meaning_tree","Could impact IB"
"G3602","bitter lamentation","meaning_tree","Could impact IB"
"G3602","wailing","meaning_tree","Could impact IB"
"G3602","sorrow","meaning_tree","IB related"
"G3609","in","lsj","Not relevant"
"G3609","of the house","lsj","Not relevant"
"G3609","of","lsj","Not relevant"
"G3609","for household affairs","lsj","Could impact IB"
"G3609","domestic","lsj","Could impact IB"
"G3609","household affairs","lsj","Could impact IB"
"G3609","property","lsj","Could impact IB"
"G3609","household goods","lsj","IB related"
"G3609","domiciliary","lsj","Could impact IB"
"G3609","of the same household","lsj","Could impact IB"
"G3609","family","lsj","Not relevant"
"G3609","kin","lsj","Could impact IB"
"G3609","related","lsj","Could impact IB"
"G3609","akin","lsj","Could impact IB"
"G3609","closely akin","lsj","Could impact IB"
"G3609","kins","lsj","Could impact IB"
"G3609","relative","lsj","Could impact IB"
"G3609","near friend","lsj","Could impact IB"
"G3609","kinsmen","lsj","Could impact IB"
"G3609","nearest kinsmen","lsj","Could impact IB"
"G3609","relationship","lsj","Could impact IB"
"G3609","friendly","lsj","Could impact IB"
"G3609","belonging to one's house","lsj","Could impact IB"
"G3609","one's own","lsj","Not relevant"
"G3609","born in the house","lsj","Could impact IB"
"G3609","their own","lsj","Not relevant"
"G3609","his own property","lsj","Could impact IB"
"G3609","in one's own country","lsj","Could impact IB"
"G3609","homegrown","lsj","Could impact IB"
"G3609","personal","lsj","Could impact IB"
"G3609","private","lsj","Could impact IB"
"G3609","more our own","lsj","Not relevant"
"G3609","mother","lsj","Not relevant"
"G3609","his own","lsj","Not relevant"
"G3609","endeared by nature","lsj","Could impact IB"
"G3609","what is earliest endeared","lsj","Could impact IB"
"G3609","proper to","lsj","Could impact IB"
"G3609","fitting","lsj","Could impact IB"
"G3609","suitable","lsj","Could impact IB"
"G3609","belonging to","lsj","Could impact IB"
"G3609","conformable to the nature of","lsj","Could impact IB"
"G3609","a student of..","lsj","Could impact IB"
"G3609","addicted to","lsj","Could impact IB"
"G3609","proper","lsj","Could impact IB"
"G3609","fit","lsj","Could impact IB"
"G3609","in its proper","lsj","Could impact IB"
"G3609","literal sense","lsj","Could impact IB"
